Setting Name,Uiorder,MVNO Type,MVNO Value,MCC,MNC,Account Type,APN,Access Type,Access Option,Proxy Server IP,Port,User Name,Password,First DNS,Second DNS,Home Page,Auth Type,Reserved,Visible,Roaming,roaming_protocol
pepperWEB (Jersey),5,,,234,50,7,pepper,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
C＆W Guernsey Internet,5,,,234,55,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
C＆W Guernsey Internet,5,,,234,55,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Sure Picture Messaging,5,,,234,55,1,mms,1,0,10.0.3.101,80,,,0.0.0.0,0.0.0.0,http://mmsc.gprs.cw.com/,0,0,TRUE,FALSE,0
3G HSDPA,5,,,234,58,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
3G HSDPA,5,,,234,58,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Manx Telecom Contract MMS,5,,,234,58,1,mms.manxpronto.net,1,0,195.10.99.46,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.manxpronto.net:8002,1,0,TRUE,FALSE,0
Manx Telecom Contract WEB,5,,,234,58,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Manx Telecom Contract WEB,5,,,234,58,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
EE Internet,5,,,234,86,0,everywhere,1,0,,,eesecure,secure,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
EE Internet,5,,,234,86,7,everywhere,1,0,,,eesecure,secure,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
EE MMS,5,,,234,86,1,eezone,1,0,149.254.201.135,8080,eesecure,secure,0.0.0.0,0.0.0.0,http://mms/,1,0,TRUE,FALSE,0
3,5,,,235,94,0,three.co.uk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.um.three.co.uk:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,235,94,7,three.co.uk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.um.three.co.uk:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,235,94,1,three.co.uk,1,0,mms.three.co.uk,8799,,,0.0.0.0,0.0.0.0,http://mms.um.three.co.uk:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,235,94,8,three.co.uk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.um.three.co.uk:10021/mmsc,0,0,TRUE,FALSE,0
TDC Internet,5,,,238,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Internet,5,,,238,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC MMS,5,,,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC Internet,5,,,238,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Internet,5,,,238,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC MMS,5,,,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC NO Internet,5,,,238,1,0,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO Internet,5,,,238,1,7,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO MMS,5,,,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC SE Internet,5,,,238,1,0,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE Internet,5,,,238,1,7,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE MMS,5,,,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
Telmore Internet,5,spn,TELMORE,238,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telmore Internet,5,spn,TELMORE,238,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telmore MMS,5,spn,TELMORE,238,1,1,mms,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
Unotel Internet,5,,,238,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unotel Internet,5,,,238,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unotel MMS,5,,,238,1,1,MMS,1,0,194.182.251.15,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
Telenor Internet,5,,,238,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor Internet,5,,,238,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MMS,5,,,238,2,1,telenor,1,0,212.88.64.8,8080,,,0.0.0.0,0.0.0.0,http://mms.telenor.dk,0,0,TRUE,FALSE,0
3,5,,,238,6,0,data.tre.dk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.3.dk/,0,2,TRUE,FALSE,0
3,5,,,238,6,7,data.tre.dk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.3.dk/,0,2,TRUE,FALSE,0
3,5,,,238,6,1,data.tre.dk,1,0,mmsproxy.3.dk,8799,,,0.0.0.0,0.0.0.0,http://mms.3.dk/,0,2,TRUE,FALSE,0
Call me Internet,5,spn,Call me,238,20,0,websp,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Call me Internet,5,spn,Call me,238,20,7,websp,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Call me MMS,5,spn,Call me,238,20,1,mmssp,1,0,193.209.134.131,8080,,,0.0.0.0,0.0.0.0,http://mms.telia.dk,0,2,TRUE,FALSE,0
Telenor Internet,5,,,238,77,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor Internet,5,,,238,77,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MMS,5,,,238,77,1,telenor,1,0,212.88.64.8,8080,,,0.0.0.0,0.0.0.0,http://mms.telenor.dk,0,0,TRUE,FALSE,0
Telia MMS,5,,,240,1,1,mms.telia.se,1,0,193.209.134.132,80,,,0.0.0.0,0.0.0.0,http://mmsc,0,0,TRUE,FALSE,0
Telia,5,,,240,1,0,online.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia,5,,,240,1,7,online.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
3,5,,,240,2,0,data.tre.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.tre.se,0,2,TRUE,FALSE,0
3,5,,,240,2,7,data.tre.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.tre.se,0,2,TRUE,FALSE,0
3,5,,,240,2,1,data.tre.se,1,0,mmsproxy.tre.se,8799,,,0.0.0.0,0.0.0.0,http://mms.tre.se,0,2,TRUE,FALSE,0
Tele2 Internet,5,spn,Tele2,240,5,0,4g.tele2.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Tele2 Internet,5,spn,Tele2,240,5,7,4g.tele2.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Tele2 MMS,5,spn,Tele2,240,5,1,4g.tele2.se,1,0,130.244.202.30,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.se,0,2,TRUE,FALSE,0
Tele2 Internet 3G,5,spn,Tele2,240,5,0,internet.tele2.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Tele2 Internet 3G,5,spn,Tele2,240,5,7,internet.tele2.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Tele2 MMS 3G,5,spn,Tele2,240,5,1,internet.tele2.se,1,0,130.244.202.30,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.se,0,0,TRUE,FALSE,0
Telia MMS,5,spn,Telia,240,5,1,mms.telia.se,1,0,193.209.134.132,80,,,0.0.0.0,0.0.0.0,http://mmss,0,0,TRUE,FALSE,0
Telia,5,spn,Telia,240,5,0,online.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telia,5,spn,Telia,240,5,7,online.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet,5,spn,Halebop,240,5,0,halebop.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet,5,spn,Halebop,240,5,7,halebop.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,spn,Halebop,240,5,1,mms.telia.se,1,0,193.209.134.132,80,,,0.0.0.0,0.0.0.0,http://mmss,0,0,TRUE,FALSE,0
Tele2,5,,,240,7,0,4g.tele2.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.se,0,2,TRUE,FALSE,0
Tele2,5,,,240,7,7,4g.tele2.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.se,0,2,TRUE,FALSE,0
Tele2,5,,,240,7,1,4g.tele2.se,1,0,mmsproxy.tele2.se,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.se,0,2,TRUE,FALSE,0
Telenor MobilSurf,5,,,240,8,0,services.telenor.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MobilSurf,5,,,240,8,7,services.telenor.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TelenorMobilsurf,5,,,240,9,0,services.telenor.se,1,0,173.30.253.241,8799,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TelenorMobilsurf,5,,,240,9,7,services.telenor.se,1,0,173.30.253.241,8799,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MMS,5,,,240,9,1,services.telenor.se,1,0,173.30.253.241,8799,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Spring data,5,,,240,10,0,data.springmobil.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Spring data,5,,,240,10,7,data.springmobil.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Spring MMS,5,,,240,10,1,mms.springmobil.se,1,0,213.88.184.37,8080,,,0.0.0.0,0.0.0.0,http://mms.springmobil.se,0,0,TRUE,FALSE,0
TDC SE internet,5,,,240,14,0,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE internet,5,,,240,14,7,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE MMS,5,,,240,14,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
Internet,5,,,240,17,0,halebop.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet,5,,,240,17,7,halebop.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,,,240,17,1,mms.telia.se,1,0,193.209.134.132,9201,mms,telia,0.0.0.0,0.0.0.0,http://mmss,0,0,TRUE,FALSE,0
Telia Internet,5,,,242,2,0,telia,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia Internet,5,,,242,2,7,telia,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia MMS,5,,,242,2,1,mms,1,0,212.169.66.4,8080,,,0.0.0.0,0.0.0.0,http://mm/,0,2,TRUE,FALSE,0
Teletopia Internet,5,,,242,3,0,www.teletopia.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Teletopia Internet,5,,,242,3,7,www.teletopia.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Teletopia MMS,5,,,242,3,1,www.teletopia.no,1,0,172.16.172.16,9201,,,0.0.0.0,0.0.0.0,http://mmsc,0,0,TRUE,FALSE,0
Tele2 Internet,5,,,242,4,0,internet.tele2.no,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.no,0,0,TRUE,FALSE,0
Tele2 Internet,5,,,242,4,7,internet.tele2.no,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.no,0,0,TRUE,FALSE,0
Tele2 Internet,5,,,242,4,1,internet.tele2.no,1,0,193.12.40.14,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.no,0,0,TRUE,FALSE,0
Phonero Internett,5,,,242,7,0,internet.phonero.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Phonero Internett,5,,,242,7,7,internet.phonero.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Phonero MMS,5,,,242,7,1,mms.phonero.no,1,0,10.10.10.11,8080,,,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
TDC NO Internet,5,,,242,8,0,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO Internet,5,,,242,8,7,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO MMS,5,,,242,8,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
DNA Internet,5,,,244,3,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA Internet,5,,,244,3,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA MMS,5,,,244,3,1,mms,1,0,10.1.1.2,8080,dna,mms,0.0.0.0,0.0.0.0,http://mmsc.dnafinland.fi/,0,0,TRUE,FALSE,0
DNA Internet,5,,,244,4,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA Internet,5,,,244,4,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA MMS,5,,,244,4,1,mms,1,0,10.1.1.2,8080,dna,mms,0.0.0.0,0.0.0.0,http://mmsc.dnafinland.fi/,0,0,TRUE,FALSE,0
Elisa Internet,5,,,244,5,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Elisa Internet,5,,,244,5,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Elisa MMS,5,,,244,5,1,mms,1,0,213.161.41.57,80,,,0.0.0.0,0.0.0.0,http://mms.elisa.fi,0,0,TRUE,FALSE,0
TDC Internet,5,,,244,10,0,internet.song.fi,1,0,,,song@internet,songnet,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Internet,5,,,244,10,7,internet.song.fi,1,0,,,song@internet,songnet,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC MMS,5,,,244,10,1,mms.song.fi,1,0,213.161.41.58,80,,,0.0.0.0,0.0.0.0,http://mms.song.fi,0,0,TRUE,FALSE,0
DNA Internet,5,,,244,12,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA Internet,5,,,244,12,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA MMS,5,,,244,12,1,mms,1,0,10.1.1.2,8080,dna,mms,0.0.0.0,0.0.0.0,http://mmsc.dnafinland.fi/,0,0,TRUE,FALSE,0
?lcom Internet,5,,,244,14,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
?lcom Internet,5,,,244,14,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
?lcom MMS,5,,,244,14,1,mms,1,0,194.110.177.70,8080,,,0.0.0.0,0.0.0.0,http://mms.amt.aland.fi,0,0,TRUE,FALSE,0
DNA Internet,5,,,244,13,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA Internet,5,,,244,13,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
DNA MMS,5,,,244,13,1,mms,1,0,10.1.1.2,8080,dna,mms,0.0.0.0,0.0.0.0,http://mmsc.dnafinland.fi/,0,0,TRUE,FALSE,0
Elisa Internet,5,,,244,21,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Elisa Internet,5,,,244,21,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Elisa MMS,5,,,244,21,1,mms,1,0,213.161.41.57,80,,,0.0.0.0,0.0.0.0,http://mms.elisa.fi,0,0,TRUE,FALSE,0
Telia Internet,5,,,244,91,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia Internet,5,,,244,91,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia MMS,5,,,244,91,1,mms,1,0,195.156.25.33,8080,,,0.0.0.0,0.0.0.0,http://mms/,0,2,TRUE,FALSE,0
Omnitel MMS,5,,,246,1,1,gprs.mms.lt,1,0,194.176.32.149,8080,mms,mms,0.0.0.0,0.0.0.0,http://mms.omnitel.net:8002/,1,0,TRUE,FALSE,0
Omnitel Internet,5,,,246,1,0,omnitel,1,0,,,omni,omni,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Omnitel Internet,5,,,246,1,7,omnitel,1,0,,,omni,omni,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Bite Internet,5,,,246,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Bite Internet,5,,,246,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Bite MMS,5,,,246,2,1,mms,1,0,192.168.150.2,8080,mms@mms,mms,0.0.0.0,0.0.0.0,http://mmsc/servlets/mms,1,0,TRUE,FALSE,0
Tele2 Internet LT,5,,,246,3,0,internet.tele2.lt,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.lt/,0,0,TRUE,FALSE,0
Tele2 Internet LT,5,,,246,3,7,internet.tele2.lt,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.lt/,0,0,TRUE,FALSE,0
Tele2 Internet LT,5,,,246,3,1,internet.tele2.lt,1,0,193.12.40.29,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.lt/,0,0,TRUE,FALSE,0
Test 800,5,,,246,81,0,VZW800,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test 800,5,,,246,81,0,VZW800,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,4,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,1,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,4,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,1,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,5,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,6,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,5,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,6,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test Internet,5,,,246,81,0,VZWINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.vzwreseller.com/servlets/mms,3,2,TRUE,FALSE,2
Test Internet,5,,,246,81,0,VZWINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.vzwreseller.com/servlets/mms,0,2,TRUE,FALSE,2
Test Internet,5,,,246,81,0,VZWINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.vzwreseller.com/servlets/mms,0,2,TRUE,FALSE,2
Test 800,5,,,246,81,0,VZW800,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test 800,5,,,246,81,0,VZW800,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,4,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,1,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,4,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test CBS,5,,,246,81,1,VZWAPP,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,5,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,6,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,5,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test IMS,5,,,246,81,6,VZWIMS,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Test Internet,5,,,246,81,0,VZWINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.vzwreseller.com/servlets/mms,3,2,TRUE,FALSE,2
Test Internet,5,,,246,81,0,VZWINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.vzwreseller.com/servlets/mms,0,2,TRUE,FALSE,2
Test Internet,5,,,246,81,0,VZWINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.vzwreseller.com/servlets/mms,0,2,TRUE,FALSE,2
LMT Internet,5,,,247,1,0,internet.lmt.lv,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
LMT Internet,5,,,247,1,7,internet.lmt.lv,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
LMT MMS,5,,,247,1,1,internet.lmt.lv,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.lmt.lv/mmsc,0,0,TRUE,FALSE,0
Tele2 LV Internet,5,,,247,2,0,internet.tele2.lv,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele2 LV Internet,5,,,247,2,7,internet.tele2.lv,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele2 LV MMS,5,,,247,2,1,mms.tele2.lv,1,0,193.12.40.38,8080,wap,wap,0.0.0.0,0.0.0.0,http://mmsc.tele2.lv/,1,0,TRUE,FALSE,0
Bite LV Internet,5,,,247,5,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Bite LV Internet,5,,,247,5,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Bite LV MMS,5,,,247,5,1,mms,1,0,192.168.150.2,8080,mms@mms,mms,0.0.0.0,0.0.0.0,http://mmsc/servlets/mms,1,0,TRUE,FALSE,0
EMT Internet,5,,,248,1,0,internet.emt.ee,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
EMT Internet,5,,,248,1,7,internet.emt.ee,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
EMT MMS,5,,,248,1,1,mms.emt.ee,1,0,217.71.32.82,8080,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Send,5,imsi,248010x2,248,1,0,send.ee,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Send,5,imsi,248010x2,248,1,7,send.ee,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Send,5,imsi,248010x2,248,1,1,send.ee,1,0,217.71.32.82,8080,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Send,5,imsi,248010x3,248,1,0,send.ee,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Send,5,imsi,248010x3,248,1,7,send.ee,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Send,5,imsi,248010x3,248,1,1,send.ee,1,0,217.71.32.82,8080,,,0.0.0.0,0.0.0.0,http://mms.emt.ee/servlets/mms,0,0,TRUE,FALSE,0
Elisa Internet,5,,,248,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Elisa Internet,5,,,248,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Elisa MMS,5,,,248,2,1,mms,1,0,,,,,0.0.0.0,0.0.0.0,http://194.150.66.35,0,0,TRUE,FALSE,0
Tele2 Internet,5,,,248,3,0,internet.tele2.ee,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele2 Internet,5,,,248,3,7,internet.tele2.ee,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele2 MMS,5,,,248,3,1,mms.tele2.ee,1,0,193.12.40.6,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.ee,0,0,TRUE,FALSE,0
Smart/Ultra MMS,5,,,248,3,1,internet.tele2.ee,1,0,193.12.40.6,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.ee,0,0,TRUE,FALSE,0
Tele2 Internet,5,spn,Tele2,248,3,0,internet.tele2.ee,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele2 Internet,5,spn,Tele2,248,3,7,internet.tele2.ee,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Smart/Ultra MMS,5,spn,Tele2,248,3,1,internet.tele2.ee,1,0,193.12.40.6,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.ee,0,0,TRUE,FALSE,0
MTS Internet,5,,,250,1,0,internet.mts.ru,1,0,,,mts,mts,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MTS Internet,5,,,250,1,7,internet.mts.ru,1,0,,,mts,mts,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
